X,omega
50,0.3
49,0.3
50,0.3
49,0.3
58,0.3
42,0.3
63,0.3
53,0.3
46,0.3
44,0.3
57,0.3
63,0.3
53,0.3
50,0.3
64,0.3
51,0.3
62,0.3
52,0.3
53,0.3
64,0.3
44,0.3
55,0.3
52,0.3
48,0.3
51,0.3
52,0.3
61,0.3
57,0.3
48,0.3
53,0.3
64,0.3
51,0.3
47,0.3
62,0.3
64,0.3
56,0.3
36,0.3
62,0.3
46,0.3
58,0.3
51,0.3
66,0.3
51,0.3
52,0.3
61,0.3
63,0.3
47,0.3
59,0.3
41,0.3
49,0.3
64,0.3
57,0.3
66,0.3
56,0.3
53,0.3
48,0.3
57,0.3
48,0.3
58,0.3
48,0.3
52,0.3
55,0.3
51,0.3
47,0.3
49,0.3
47,0.3
53,0.3
49,0.3
47,0.3
44,0.3
44,0.3
58,0.3
54,0.3
54,0.3
50,0.3
59,0.3
45,0.3
48,0.3
46,0.3
49,0.3
48,0.3
50,0.3
48,0.3
49,0.3
53,0.3
56,0.3
56,0.3
48,0.3
54,0.3
56,0.3
44,0.3
58,0.3
55,0.3
53,0.3
53,0.3
56,0.3
52,0.3
54,0.3
58,0.3
58,0.3
53,0.3
45,0.3
54,0.3
47,0.3
56,0.3
51,0.3
54,0.3
57,0.3
46,0.3
47,0.3
53,0.3
52,0.3
56,0.3
51,0.3
46,0.3
43,0.3
46,0.3
59,0.3
51,0.3
57,0.3
49,0.3
57,0.3
50,0.3
53,0.3
52,0.3
50,0.3
56,0.3
52,0.3
55,0.3
52,0.3
52,0.3
50,0.3
48,0.3
61,0.3
57,0.3
51,0.3
45,0.3
55,0.3
54,0.3
54,0.3
51,0.3
61,0.3
50,0.3
55,0.3
61,0.3
57,0.3
57,0.3
54,0.3
64,0.3
60,0.3
48,0.3
56,0.3
56,0.3
51,0.3
58,0.3
58,0.3
49,0.3
52,0.3
45,0.3
49,0.3
51,0.3
54,0.3
54,0.3
55,0.3
52,0.3
53,0.3
57,0.3
59,0.3
46,0.3
56,0.3
45,0.3
48,0.3
46,0.3
45,0.3
59,0.3
54,0.3
51,0.3
52,0.3
47,0.3
55,0.3
54,0.3
70,0.3
52,0.3
55,0.3
47,0.3
54,0.3
54,0.3
63,0.3
66,0.3
57,0.3
44,0.3
57,0.3
61,0.3
55,0.3
57,0.3
51,0.3
53,0.3
49,0.3
61,0.3
60,0.3
49,0.3
56,0.3
53,0.3
69,0.3
57,0.3
51,0.3
49,0.3
51,0.3
59,0.3
47,0.3
47,0.3
55,0.3
54,0.3
45,0.3
57,0.3
44,0.3
63,0.3
51,0.3
48,0.3
49,0.3
53,0.3
61,0.3
48,0.3
56,0.3
51,0.3
56,0.3
49,0.3
51,0.3
53,0.3
55,0.3
54,0.3
63,0.3
54,0.3
48,0.3
52,0.3
56,0.3
54,0.3
54,0.3
51,0.3
54,0.3
45,0.3
51,0.3
59,0.3
49,0.3
47,0.3
52,0.3
51,0.3
50,0.3
47,0.3
47,0.3
54,0.3
49,0.3
52,0.3
59,0.3
45,0.3
51,0.3
53,0.3
51,0.3
55,0.3
46,0.3
56,0.3
55,0.3
53,0.3
53,0.3
48,0.3
61,0.3
44,0.3
48,0.3
56,0.3
56,0.3
46,0.3
56,0.3
50,0.3
49,0.3
47,0.3
59,0.3
55,0.3
54,0.3
54,0.3
48,0.3
46,0.3
54,0.3
58,0.3
50,0.3
54,0.3
50,0.3
41,0.3
52,0.3
50,0.3
66,0.3
57,0.3
41,0.3
54,0.3
58,0.3
48,0.3
57,0.3
49,0.3
46,0.3
51,0.3
63,0.3
46,0.3
51,0.3
59,0.3
46,0.3
61,0.3
51,0.3
51,0.3
45,0.3
44,0.3
60,0.3
50,0.3
48,0.3
52,0.3
45,0.3
53,0.3
48,0.3
49,0.3
49,0.3
46,0.3
48,0.3
47,0.3
53,0.3
46,0.3
45,0.3
50,0.3
55,0.3
49,0.3
48,0.3
57,0.3
42,0.3
50,0.3
54,0.3
48,0.3
47,0.3
47,0.3
57,0.3
53,0.3
44,0.3
56,0.3
54,0.3
53,0.3
58,0.3
56,0.3
51,0.3
57,0.3
54,0.3
55,0.3
61,0.3
49,0.3
53,0.3
55,0.3
56,0.3
46,0.3
55,0.3
53,0.3
51,0.3
48,0.3
56,0.3
48,0.3
47,0.3
56,0.3
61,0.3
53,0.3
55,0.3
61,0.3
55,0.3
62,0.3
49,0.3
48,0.3
61,0.3
52,0.3
58,0.3
60,0.3
44,0.3
52,0.3
40,0.3
62,0.3
51,0.3
48,0.3
59,0.3
61,0.3
50,0.3
53,0.3
42,0.3
53,0.3
40,0.3
50,0.3
53,0.3
43,0.3
48,0.3
58,0.3
55,0.3
62,0.3
47,0.3
48,0.3
52,0.3
48,0.3
54,0.3
49,0.3
50,0.3
39,0.3
55,0.3
49,0.3
45,0.3
57,0.3
51,0.3
47,0.3
65,0.3
59,0.3
53,0.3
58,0.3
48,0.3
41,0.3
48,0.3
55,0.3
58,0.3
60,0.3
54,0.3
52,0.3
47,0.3
46,0.3
57,0.3
53,0.3
53,0.3
55,0.3
48,0.3
60,0.3
48,0.3
55,0.3
54,0.3
54,0.3
57,0.3
53,0.3
48,0.3
47,0.3
46,0.3
52,0.3
48,0.3
49,0.3
54,0.3
48,0.3
51,0.3
51,0.3
51,0.3
46,0.3
44,0.3
54,0.3
50,0.3
41,0.3
45,0.3
66,0.3
48,0.3
46,0.3
55,0.3
52,0.3
53,0.3
56,0.3
53,0.3
53,0.3
46,0.3
53,0.3
47,0.3
50,0.3
50,0.3
47,0.3
51,0.3
52,0.3
49,0.3
50,0.3
55,0.3
44,0.3
51,0.3
54,0.3
60,0.3
48,0.3
57,0.3
48,0.3
48,0.3
58,0.3
47,0.3
52,0.3
54,0.3
55,0.3
48,0.3
44,0.3
58,0.3
56,0.3
53,0.3
50,0.3
48,0.3
51,0.3
52,0.3
57,0.3
44,0.3
50,0.3
59,0.3
55,0.3
49,0.3
53,0.3
47,0.3
49,0.3
50,0.3
54,0.3
56,0.3
56,0.3
52,0.3
46,0.3
44,0.3
52,0.3
45,0.3
68,0.3
42,0.3
57,0.3
46,0.3
39,0.3
56,0.3
45,0.3
55,0.3
56,0.3
58,0.3
62,0.3
46,0.3
56,0.3
54,0.3
68,0.3
67,0.3
49,0.3
57,0.3
61,0.3
53,0.3
63,0.3
44,0.3
48,0.3
52,0.3
55,0.3
49,0.3
42,0.3
46,0.3
44,0.3
54,0.3
62,0.3
50,0.3
55,0.3
56,0.3
50,0.3
53,0.3
47,0.3
45,0.3
60,0.3
60,0.3
53,0.3
54,0.3
45,0.3
54,0.3
53,0.3
53,0.3
55,0.3
56,0.3
55,0.3
46,0.3
56,0.3
57,0.3
54,0.3
54,0.3
52,0.3
50,0.3
50,0.3
50,0.3
48,0.3
53,0.3
50,0.3
55,0.3
53,0.3
55,0.3
49,0.3
49,0.3
49,0.3
49,0.3
54,0.3
48,0.3
51,0.3
46,0.3
44,0.3
59,0.3
61,0.3
52,0.3
67,0.3
57,0.3
58,0.3
55,0.3
53,0.3
53,0.3
51,0.3
54,0.3
47,0.3
64,0.3
65,0.3
51,0.3
49,0.3
53,0.3
64,0.3
49,0.3
47,0.3
59,0.3
59,0.3
66,0.3
51,0.3
55,0.3
50,0.3
52,0.3
49,0.3
49,0.3
49,0.3
57,0.3
51,0.3
54,0.3
48,0.3
50,0.3
53,0.3
53,0.3
56,0.3
54,0.3
50,0.3
57,0.3
47,0.3
50,0.3
58,0.3
48,0.3
56,0.3
49,0.3
49,0.3
42,0.3
51,0.3
56,0.3
54,0.3
49,0.3
50,0.3
53,0.3
61,0.3
48,0.3
50,0.3
43,0.3
55,0.3
50,0.3
47,0.3
55,0.3
50,0.3
57,0.3
51,0.3
49,0.3
53,0.3
57,0.3
51,0.3
39,0.3
58,0.3
56,0.3
43,0.3
64,0.3
57,0.3
60,0.3
54,0.3
59,0.3
50,0.3
43,0.3
53,0.3
55,0.3
47,0.3
52,0.3
58,0.3
65,0.3
49,0.3
51,0.3
57,0.3
56,0.3
48,0.3
44,0.3
59,0.3
48,0.3
49,0.3
46,0.3
59,0.3
40,0.3
52,0.3
50,0.3
50,0.3
47,0.3
51,0.3
54,0.3
55,0.3
59,0.3
53,0.3
58,0.3
54,0.3
48,0.3
51,0.3
45,0.3
53,0.3
47,0.3
54,0.3
51,0.3
66,0.3
50,0.3
46,0.3
46,0.3
45,0.3
55,0.3
59,0.3
54,0.3
51,0.3
59,0.3
54,0.3
54,0.3
61,0.3
56,0.3
56,0.3
63,0.3
47,0.3
56,0.3
66,0.3
55,0.3
45,0.3
54,0.3
46,0.3
53,0.3
58,0.3
60,0.3
57,0.3
47,0.3
46,0.3
57,0.3
57,0.3
53,0.3
53,0.3
54,0.3
53,0.3
47,0.3
60,0.3
45,0.3
55,0.3
50,0.3
48,0.3
44,0.3
53,0.3
49,0.3
51,0.3
58,0.3
44,0.3
42,0.3
48,0.3
57,0.3
59,0.3
53,0.3
56,0.3
56,0.3
60,0.3
56,0.3
55,0.3
58,0.3
53,0.3
52,0.3
52,0.3
52,0.3
54,0.3
61,0.3
54,0.3
52,0.3
56,0.3
56,0.3
53,0.3
45,0.3
57,0.3
54,0.3
57,0.3
57,0.3
49,0.3
50,0.3
51,0.3
45,0.3
57,0.3
60,0.3
58,0.3
56,0.3
53,0.3
55,0.3
56,0.3
58,0.3
53,0.3
55,0.3
52,0.3
53,0.3
52,0.3
50,0.3
36,0.3
57,0.3
51,0.3
52,0.3
46,0.3
50,0.3
55,0.3
55,0.3
53,0.3
53,0.3
49,0.3
53,0.3
60,0.3
46,0.3
40,0.3
55,0.3
45,0.3
51,0.3
47,0.3
52,0.3
52,0.3
48,0.3
51,0.3
45,0.3
48,0.3
46,0.3
47,0.3
55,0.3
55,0.3
49,0.3
47,0.3
46,0.3
55,0.3
53,0.3
51,0.3
51,0.3
45,0.3
49,0.3
49,0.3
61,0.3
62,0.3
60,0.3
56,0.3
49,0.3
56,0.3
53,0.3
54,0.3
60,0.3
61,0.3
52,0.3
53,0.3
47,0.3
56,0.3
48,0.3
58,0.3
60,0.3
59,0.3
46,0.3
50,0.3
53,0.3
53,0.3
53,0.3
62,0.3
57,0.3
63,0.3
51,0.3
52,0.3
45,0.3
45,0.3
47,0.3
51,0.3
59,0.3
60,0.3
48,0.3
60,0.3
70,0.3
67,0.3
62,0.3
54,0.3
48,0.3
63,0.3
58,0.3
58,0.3
46,0.3
38,0.3
45,0.3
51,0.3
60,0.3
53,0.3
52,0.3
48,0.3
48,0.3
52,0.3
55,0.3
56,0.3
46,0.3
45,0.3
48,0.3
54,0.3
58,0.3
51,0.3
49,0.3
49,0.3
54,0.3
48,0.3
44,0.3
44,0.3
61,0.3
54,0.3
45,0.3
55,0.3
54,0.3
47,0.3
49,0.3
54,0.3
51,0.3
57,0.3
56,0.3
57,0.3
50,0.3
54,0.3
54,0.3
35,0.3
53,0.3
46,0.3
51,0.3
51,0.3
50,0.3
53,0.3
57,0.3
53,0.3
57,0.3
49,0.3
60,0.3
57,0.3
57,0.3
56,0.3
52,0.3
55,0.3
63,0.3
49,0.3
48,0.3
59,0.3
52,0.3
61,0.3
55,0.3
51,0.3
49,0.3
55,0.3
51,0.3
53,0.3
52,0.3
50,0.3
63,0.3
51,0.3
59,0.3
51,0.3
56,0.3
58,0.3
47,0.3
62,0.3
54,0.3
58,0.3
51,0.3
37,0.3
55,0.3
54,0.3
54,0.3
62,0.3
51,0.3
56,0.3
43,0.3
50,0.3
53,0.3
57,0.3
48,0.3
47,0.3
47,0.3
55,0.3
57,0.3
50,0.3
52,0.3
38,0.3
46,0.3
54,0.3
55,0.3
49,0.3
58,0.3
48,0.3
55,0.3
51,0.3
49,0.3
50,0.3
49,0.3
55,0.3
61,0.3
56,0.3
49,0.3
46,0.3
49,0.3
42,0.3
53,0.3
59,0.3
48,0.3
66,0.3
56,0.3
57,0.3
52,0.3
54,0.3
57,0.3
54,0.3
53,0.3
49,0.3
57,0.3
54,1
64,1
48,1
36,1
56,1
37,1
65,1
47,1
43,1
27,1
59,1
52,1
59,1
41,1
63,1
29,1
38,1
47,1
61,1
57,1
41,1
39,1
54,1
39,1
56,1
65,1
58,1
49,1
55,1
44,1
60,1
71,1
44,1
36,1
64,1
54,1
62,1
63,1
54,1
75,1
43,1
31,1
62,1
55,1
49,1
45,1
57,1
60,1
32,1
55,1
50,1
48,1
59,1
67,1
58,1
60,1
40,1
63,1
66,1
54,1
45,1
68,1
52,1
43,1
36,1
45,1
56,1
56,1
70,1
47,1
54,1
63,1
31,1
47,1
52,1
49,1
57,1
57,1
55,1
39,1
59,1
61,1
39,1
61,1
40,1
50,1
50,1
44,1
54,1
49,1
70,1
60,1
55,1
48,1
57,1
66,1
65,1
56,1
65,1
44,1
58,1
44,1
34,1
62,1
54,1
38,1
52,1
49,1
42,1
40,1
72,1
59,1
39,1
52,1
38,1
68,1
60,1
50,1
58,1
36,1
57,1
53,1
42,1
53,1
56,1
57,1
45,1
66,1
58,1
40,1
72,1
46,1
48,1
58,1
49,1
43,1
71,1
55,1
51,1
44,1
67,1
41,1
61,1
63,1
60,1
46,1
50,1
51,1
57,1
51,1
55,1
57,1
50,1
60,1
26,1
60,1
52,1
63,1
44,1
49,1
72,1
53,1
72,1
20,1
69,1
44,1
54,1
45,1
57,1
62,1
48,1
51,1
46,1
78,1
43,1
65,1
58,1
54,1
53,1
62,1
51,1
57,1
60,1
52,1
66,1
43,1
54,1
58,1
44,1
54,1
50,1
59,1
57,1
60,1
54,1
65,1
41,1
49,1
62,1
46,1
56,1
56,1
47,1
46,1
68,1
71,1
44,1
56,1
40,1
43,1
52,1
58,1
51,1
60,1
53,1
55,1
41,1
46,1
45,1
68,1
79,1
39,1
77,1
35,1
66,1
40,1
43,1
39,1
52,1
35,1
56,1
59,1
58,1
64,1
51,1
65,1
39,1
45,1
60,1
39,1
37,1
65,1
64,1
40,1
36,1
51,1
41,1
59,1
30,1
41,1
38,1
48,1
50,1
53,1
32,1
36,1
41,1
33,1
36,1
61,1
50,1
55,1
51,1
30,1
60,1
46,1
29,1
59,1
57,1
57,1
52,1
40,1
49,1
54,1
44,1
68,1
35,1
61,1
62,1
31,1
49,1
34,1
28,1
55,1
64,1
54,1
62,1
53,1
55,1
17,1
41,1
31,1
33,1
62,1
45,1
30,1
46,1
29,1
44,1
51,1
58,1
53,1
44,1
58,1
46,1
60,1
56,1
59,1
55,1
42,1
74,1
42,1
47,1
52,1
60,1
49,1
49,1
35,1
64,1
56,1
60,1
43,1
52,1
53,1
51,1
59,1
37,1
75,1
57,1
46,1
34,1
74,1
37,1
64,1
41,1
55,1
43,1
62,1
49,1
56,1
81,1
68,1
57,1
41,1
84,1
57,1
67,1
49,1
56,1
47,1
55,1
55,1
42,1
49,1
51,1
42,1
52,1
50,1
42,1
54,1
48,1
46,1
45,1
56,1
46,1
48,1
50,1
64,1
58,1
49,1
52,1
56,1
45,1
50,1
60,1
44,1
53,1
55,1
47,1
41,1
56,1
70,1
56,1
56,1
65,1
38,1
39,1
70,1
83,1
83,1
37,1
50,1
62,1
61,1
45,1
47,1
36,1
56,1
64,1
53,1
57,1
64,1
49,1
50,1
43,1
47,1
52,1
61,1
22,1
53,1
62,1
37,1
23,1
22,1
43,1
74,1
41,1
55,1
53,1
71,1
33,1
38,1
53,1
47,1
54,1
44,1
55,1
52,1
50,1
47,1
38,1
50,1
46,1
41,1
31,1
61,1
47,1
41,1
58,1
48,1
68,1
44,1
61,1
50,1
47,1
56,1
36,1
48,1
38,1
64,1
32,1
35,1
39,1
59,1
37,1
38,1
52,1
42,1
61,1
43,1
57,1
49,1
55,1
44,1
62,1
48,1
41,1
43,1
50,1
58,1
26,1
58,1
26,1
56,1
48,1
46,1
67,1
36,1
35,1
57,1
62,1
43,1
38,1
39,1
43,1
46,1
49,1
45,1
34,1
36,1
45,1
43,1
47,1
58,1
45,1
44,1
32,1
52,1
42,1
40,1
74,1
56,1
48,1
60,1
58,1
46,1
49,1
62,1
71,1
45,1
69,1
74,1
61,1
75,1
51,1
59,1
46,1
56,1
57,1
50,1
53,1
60,1
49,1
52,1
62,1
83,1
48,1
84,1
58,1
60,1
81,1
39,1
49,1
59,1
46,1
55,1
63,1
58,1
55,1
84,1
54,1
47,1
57,1
47,1
53,1
48,1
83,1
56,1
53,1
59,1
32,1
69,1
62,1
62,1
60,1
19,1
70,1
58,1
52,1
32,1
56,1
52,1
48,1
64,1
71,1
24,1
34,1
26,1
18,1
53,1
54,1
24,1
44,1
40,1
23,1
69,1
57,1
56,1
52,1
40,1
37,1
33,1
59,1
41,1
56,1
64,1
69,1
54,1
61,1
41,1
66,1
50,1
32,1
45,1
46,1
60,1
55,1
38,1
67,1
48,1
41,1
58,1
67,1
68,1
60,1
67,1
50,1
64,1
54,1
45,1
36,1
41,1
50,1
40,1
48,1
61,1
47,1
52,1
65,1
47,1
54,1
44,1
48,1
69,1
41,1
49,1
65,1
73,1
61,1
52,1
36,1
39,1
37,1
51,1
70,1
34,1
70,1
36,1
52,1
47,1
48,1
70,1
42,1
76,1
66,1
65,1
67,1
50,1
60,1
43,1
41,1
58,1
51,1
53,1
49,1
50,1
72,1
47,1
57,1
73,1
56,1
54,1
60,1
59,1
47,1
66,1
54,1
44,1
50,1
51,1
53,1
60,1
54,1
57,1
48,1
36,1
56,1
45,1
49,1
70,1
55,1
43,1
56,1
35,1
38,1
45,1
62,1
38,1
62,1
56,1
61,1
47,1
47,1
70,1
47,1
37,1
54,1
58,1
64,1
46,1
58,1
54,1
58,1
56,1
42,1
27,1
62,1
24,1
44,1
56,1
35,1
21,1
63,1
52,1
58,1
47,1
64,1
54,1
33,1
29,1
38,1
40,1
25,1
36,1
46,1
35,1
45,1
31,1
54,1
59,1
73,1
44,1
48,1
62,1
60,1
48,1
24,1
41,1
31,1
51,1
42,1
51,1
35,1
58,1
53,1
51,1
26,1
32,1
45,1
52,1
45,1
61,1
49,1
52,1
51,1
43,1
37,1
50,1
54,1
51,1
46,1
42,1
38,1
59,1
51,1
32,1
47,1
49,1
65,1
55,1
62,1
41,1
63,1
55,1
54,1
47,1
48,1
59,1
41,1
59,1
44,1
53,1
37,1
63,1
49,1
53,1
55,1
55,1
41,1
58,1
47,1
49,1
42,1
42,1
57,1
43,1
70,1
51,1
44,1
59,1
55,1
57,1
39,1
47,1
49,1
61,1
51,1
61,1
61,1
55,1
47,1
64,1
73,1
69,1
46,1
58,1
65,1
66,1
58,1
54,1
59,1
53,1
47,1
60,1
58,1
63,1
53,1
52,1
62,1
53,1
75,1
74,1
57,1
46,1
48,1
42,1
53,1
59,1
54,1
51,1
60,1
55,1
46,1
57,1
60,1
67,1
62,1
70,1
54,1
56,1
65,1
53,1
39,1
65,1
52,1
61,1
70,1
59,1
65,1
51,1
36,1
45,1
46,1
42,1
49,1
43,1
63,1
61,1
42,1
48,1
45,1
61,1
42,1
54,1
58,1
61,1
65,1
63,1
51,1
55,1
68,1
47,1
69,1
50,1
61,1
61,1
60,1
69,1
62,1
56,1
55,1
59,1
73,1
64,1
53,1
56,1
52,1
55,1
43,1
52,1
60,1
42,1
61,1
34,1
57,1
69,1
52,1
54,1
53,1
55,1
59,1
62,1
56,1
69,1
75,1
56,1
58,1
55,1
51,1
35,1
50,1
52,1
61,1
51,1
46,1
63,1
46,1
48,1
63,1
47,1
89,1
48,1
37,1
43,1
60,1
54,1
53,1
49,1
70,1
65,1
74,1
70,1
92,1
52,1
67,1
63,1
47,1
89,1
54,1
50,1
52,1
56,1
71,1
56,1
59,1
59,1
58,1
64,1
58,1
48,1
52,1
50,1
56,1
58,1
59,1
47,1
59,1
52,1
61,1
55,1
55,1
64,1
65,1
49,1
55,1
39,1
38,1
54,1
52,1
52,1
47,1
61,1
65,1
46,1
60,1
49,1
61,1
50,1
58,1
49,1
51,1
46,1
32,1
58,1
66,1
47,1
43,1
48,1
43,1
64,1
65,1
67,1
47,1
47,1
70,1
59,1
57,1
63,1
52,1
53,1
28,1
69,1
62,1
47,1
64,1
42,1
55,1
56,1
56,1
57,1
51,1
54,1
51,1
56,1
54,1
57,1
31,1
43,1
34,1
34,1
42,1
42,1
24,1
39,1
27,1
57,1
29,1
54,1
32,1
49,1
13,1
35,1
49,1
54,1
29,1
19,1
44,1
42,1
39,1
55,1
42,1
63,1
58,1
49,1
52,1
78,1
59,1
49,1
55,1
61,1
73,1
48,1
83,1
57,1
68,1
31,1
71,1
38,1
44,1
44,1
64,1
75,1
71,1
55,1
65,1
52,1
51,1
45,1
46,1
54,1
63,1
55,1
55,1
56,1
74,1
40,1
48,1
57,1
51,1
65,1
45,1
39,1
58,1
53,1
43,1
57,1
52,1
48,1
52,1
55,1
49,1
55,1
52,1
51,1
44,1
55,1
48,1
65,1
59,1
59,1
55,1
61,1
44,1
52,1
53,1
54,1
51,1
62,1
49,1
60,1
54,1
46,1
57,1
47,1
61,1
51,1
52,1
66,1
65,1
51,1
48,1
49,1
84,1
44,1
56,1
49,1
45,1
52,1
59,1
81,1
64,1
51,1
55,1
39,1
43,1
50,1
62,1
43,1
46,1
45,1
78,1
60,1
67,1
52,1
66,1
55,1
64,1
67,1
64,1
53,1
43,1
35,1
59,1
61,1
67,1
58,1
47,1
45,1
55,1
47,1
68,1
40,1
68,1
44,1
68,1
68,1
55,1
62,1
57,1
72,1
77,1
64,1
52,1
60,1
43,1
62,1
54,1
62,1
76,1
43,1
63,1
52,1
71,1
51,1
87,1
70,1
71,1
79,1
56,1
56,1
35,1
48,1
44,1
38,1
55,1
59,1
59,1
35,1
40,1
34,1
64,1
29,1
33,1
46,1
57,1
38,1
39,1
37,1
61,1
41,1
41,1
67,1
49,1
55,1
41,1
29,1
26,1
52,1
30,1
35,1
54,1
37,1
26,1
55,1
49,1
19,1
47,1
44,1
38,1
39,1
41,1
46,1
16,1
56,1
47,1
40,1
19,1
51,1
45,1
48,1
72,1
51,1
56,1
47,1
57,1
69,1
54,1
67,1
55,1
70,1
54,1
54,1
52,1
52,1
47,1
48,1
57,1
55,1
43,1
75,1
59,1
62,1
72,1
44,1
40,1
53,1
52,1
58,1
59,1
43,1
63,1
42,1
67,1
60,1
67,1
70,1
48,1
43,1
43,1
52,1
57,1
67,1
44,1
59,1
51,1
39,1
52,1
37,1
40,1
44,1
42,1
49,1
66,1
46,1
67,1
63,1
54,1
53,1
43,1
53,1
58,1
70,1
69,1
60,1
41,1
48,1
60,1
43,1
55,1
39,1
52,1
62,1
55,1
35,1
64,1
72,1
64,1
48,1
61,1
49,1
53,1
46,1
51,1
64,1
55,1
50,1
44,1
55,1
64,1
45,1
35,1
53,1
59,1
64,1
48,1
55,1
46,1
75,1
44,1
55,1
59,1
29,1
27,1
37,1
51,1
46,1
44,1
45,1
38,1
50,1
57,1
67,1
34,1
51,1
34,1
40,1
41,1
57,1
45,1
22,1
47,1
55,1
59,1
58,1
50,1
66,1
55,1
43,1
42,1
49,1
65,1
51,1
35,1
54,1
53,1
68,1
49,1
55,1
46,1
59,1
41,1
55,1
55,1
51,1
57,1
43,1
27,1
77,1
47,1
50,1
54,1
54,1
68,1
53,1
46,1
57,1
51,1
42,1
60,1
43,1
37,1
43,1
43,1
45,1
46,1
63,1
50,1
52,1
57,1
61,1
63,1
57,1
53,1
73,1
59,1
61,1
64,1
38,1
61,1
67,1
56,1
70,1
43,1
34,1
52,1
49,1
74,1
53,1
42,1
49,1
49,1
45,1
69,1
61,1
37,1
44,1
48,1
48,1
51,1
48,1
59,1
65,1
59,1
57,1
46,1
63,1
49,1
48,1
46,1
47,1
48,1
52,1
50,1
47,1
64,1
58,1
42,1
70,1
57,1
53,1
54,1
46,1
58,1
43,1
43,1
40,1
44,1
53,1
63,1
42,1
38,1
66,1
56,1
27,1
49,1
62,1
41,1
60,1
48,1
51,1
59,1
45,1
34,1
54,1
51,1
46,1
45,1
58,1
38,1
43,1
55,1
75,1
65,1
46,1
60,1
61,1
56,1
72,1
58,1
61,1
58,1
55,1
61,1
56,1
66,1
55,1
63,1
76,1
63,1
56,1
62,1
73,1
69,1
52,1
61,1
73,1
57,1
48,1
50,1
57,1
60,1
67,1
42,1
45,1
56,1
43,1
51,1
64,1
75,1
62,1
47,1
51,1
77,1
62,1
57,1
49,1
55,1
65,1
47,1
65,1
52,1
61,1
65,1
64,1
80,1
39,1
37,1
52,1
43,1
51,1
55,1
76,1
56,1
68,1
31,1
50,1
27,1
74,1
45,1
63,1
40,1
44,1
44,1
77,1
57,1
68,1
57,1
73,1
30,1
44,1
75,1
34,1
62,1
63,1
32,1
24,1
25,1
71,1
61,1
47,1
55,1
48,1
41,1
46,1
53,1
58,1
63,1
50,1
62,1
67,1
34,1
65,1
53,1
46,1
66,1
38,1
52,1
46,1
52,1
44,1
53,1
65,1
64,1
49,1
82,1
39,1
51,1
46,1
45,1
51,1
49,1
40,1
54,1
47,1
48,1
59,1
66,1
53,1
55,1
53,1
44,1
36,1
60,1
53,1
61,1
56,1
52,1
29,1
46,1
55,1
57,1
42,1
51,1
39,1
45,1
75,1
50,1
72,1
46,1
48,1
53,1
51,1
76,1
63,1
51,1
54,1
47,1
67,1
68,1
62,1
47,1
59,1
48,1
54,1
41,1
51,1
51,1
53,1
35,1
47,1
42,1
52,1
35,1
44,1
45,1
60,1
49,1
45,1
63,1
42,1
44,1
49,1
60,1
64,1
46,1
69,1
54,1
52,1
66,1
62,1
45,1
67,1
60,1
46,1
49,1
47,1
44,1
67,1
61,1
46,1
38,1
56,1
38,1
48,1
66,1
59,1
63,1
47,1
34,1
75,1
72,1
53,1
59,1
74,1
69,1
37,1
50,1
71,1
56,1
52,1
54,1
54,1
67,1
57,1
48,1
56,1
53,1
55,1
60,1
66,1
70,1
33,1
68,1
57,1
63,1
70,1
52,1
58,1
56,1
44,1
51,1
65,1
50,1
45,1
46,1
42,1
59,1
60,1
56,1
60,1
45,1
45,1
59,1
60,1
57,1
44,1
61,1
41,1
47,1
30,1
50,1
55,1
48,1
61,1
81,1
58,1
45,1
51,1
56,1
56,1
53,1
46,1
41,1
46,1
56,1
75,1
64,1
70,1
47,1
67,1
44,1
74,1
47,1
53,1
57,1
55,1
50,1
36,1
41,1
55,1
64,1
54,1
42,1
59,1
48,1
62,1
56,1
67,1
52,1
48,1
55,1
48,1
59,1
43,1
55,1
45,1
59,1
54,1
51,1
35,1
58,1
49,1
49,1
62,1
38,1
52,1
60,1
56,1
39,1
49,1
38,1
64,1
62,1
42,1
46,1
56,1
60,1
65,1
47,1
72,1
49,1
69,1
34,1
73,1
46,1
16,1
60,1
56,1
51,1
73,1
70,1
61,1
56,1
71,1
68,1
56,1
54,1
46,1
73,1
70,1
45,1
49,1
56,1
41,1
34,1
62,1
65,1
44,1
32,1
60,1
48,1
62,1
63,1
51,1
35,1
47,1
50,1
56,1
51,1
47,1
46,1
51,1
26,1
63,1
39,1
52,1
72,1
47,1
59,1
54,1
76,1
56,1
46,1
50,1
77,1
39,1
39,1
51,1
56,1
53,1
71,1
48,1
72,1
52,1
50,1
69,1
49,1
44,1
49,1
73,1
41,1
55,1
57,1
38,1
44,1
55,1
72,1
62,1
22,1
52,1
51,1
53,1
41,1
49,1
75,1
39,1
36,1
50,1
38,1
51,1
47,1
45,1
57,1
52,1
49,1
39,1
35,1
43,1
57,1
43,1
46,1
52,1
70,1
35,1
32,1
43,1
39,1
49,1
34,1
38,1
48,1
32,1
59,1
57,1
55,1
44,1
38,1
40,1
21,1
37,1
65,1
61,1
54,1
67,1
58,1
52,1
47,1
37,1
67,1
48,1
67,1
41,1
45,1
55,1
71,1
66,1
27,1
61,1
66,1
46,1
42,1
57,1
68,1
61,1
43,1
50,1
61,1
40,1
44,1
41,1
49,1
41,1
48,1
54,1
41,1
58,1
44,1
60,1
56,1
