TIME,X
1500,4
1500,63
1500,15
1500,55
1500,52
1500,66
1500,60
1500,40
1500,3
1500,56
1500,46
1500,61
1500,11
1500,50
1500,20
1500,69
1500,39
1500,36
1500,53
1500,88
1500,53
1500,26
1500,98
1500,25
1500,61
1500,58
1500,4
1500,86
1500,96
1500,34
1500,62
1500,67
1500,72
1500,12
1500,58
1500,81
1500,71
1500,63
1500,97
1500,73
1500,66
1500,38
1500,4
1500,86
1500,0
1500,56
1500,96
1500,96
1500,57
1500,8
1500,35
1500,70
1500,96
1500,68
1500,50
1500,47
1500,51
1500,24
1500,70
1500,27
1500,63
1500,92
1500,33
1500,85
1500,74
1500,28
1500,40
1500,60
1500,59
1500,4
1500,3
1500,3
1500,10
1500,64
1500,23
1500,4
1500,34
1500,44
1500,77
1500,4
1500,86
1500,30
1500,82
1500,79
1500,38
1500,76
1500,69
1500,79
1500,81
1500,17
1500,21
1500,14
1500,4
1500,65
1500,42
1500,78
1500,19
1500,52
1500,21
1500,55
1500,4
1500,3
1500,61
1500,40
1500,63
1500,13
1500,77
1500,4
1500,4
1500,50
1500,96
1500,40
1500,65
1500,96
1500,56
1500,28
1500,51
1500,47
1500,53
1500,13
1500,4
1500,31
1500,15
1500,28
1500,75
1500,72
1500,96
1500,55
1500,65
1500,64
1500,53
1500,19
1500,97
1500,29
1500,56
1500,74
1500,94
1500,49
1500,4
1500,62
1500,43
1500,39
1500,53
1500,36
1500,70
1500,65
1500,35
1500,45
1500,51
1500,97
1500,37
1500,69
1500,66
1500,66
1500,43
1500,98
1500,18
1500,28
1500,96
1500,88
1500,53
1500,76
1500,64
1500,57
1500,96
1500,39
1500,3
1500,31
1500,3
1500,97
1500,20
1500,89
1500,49
1500,56
1500,96
1500,4
1500,29
1500,41
1500,33
1500,29
1500,74
1500,51
1500,35
1500,49
1500,41
1500,36
1500,33
1500,74
1500,17
1500,59
1500,79
1500,35
1500,96
1500,30
1500,57
1500,68
1500,74
1500,33
1500,100
1500,65
1500,67
1500,98
1500,50
1500,27
1500,90
1500,34
1500,92
1500,67
1500,4
1500,66
1500,49
1500,16
1500,4
1500,4
1500,42
1500,32
1500,71
1500,56
1500,62
1500,16
1500,83
1500,79
1500,4
1500,53
1500,16
1500,76
1500,40
1500,48
1500,19
1500,96
1500,98
1500,34
1500,22
1500,64
1500,73
1500,55
1500,58
1500,33
1500,37
1500,4
1500,4
1500,71
1500,15
1500,51
1500,17
1500,49
1500,1
1500,39
1500,96
1500,8
1500,50
1500,46
1500,70
1500,60
1500,50
1500,50
1500,53
1500,96
1500,61
1500,4
1500,74
1500,41
1500,37
1500,16
1500,23
1500,59
1500,36
1500,81
1500,57
1500,71
1500,75
1500,43
1500,34
1500,97
1500,26
1500,48
1500,54
1500,44
1500,67
1500,23
1500,50
1500,27
1500,17
1500,57
1500,31
1500,48
1500,24
1500,47
1500,42
1500,34
1500,16
1500,4
1500,56
1500,42
1500,17
1500,57
1500,73
1500,28
1500,85
1500,73
1500,83
1500,44
1500,76
1500,77
1500,71
1500,90
1500,36
1500,87
1500,22
1500,74
1500,24
1500,49
1500,55
1500,4
1500,23
1500,96
1500,37
1500,14
1500,57
1500,52
1500,54
1500,10
1500,90
1500,1
1500,14
1500,66
1500,60
1500,61
1500,56
1500,33
1500,39
1500,100
1500,19
1500,34
1500,64
1500,18
1500,63
1500,63
1500,13
1500,66
1500,56
1500,50
1500,52
1500,30
1500,19
1500,56
1500,64
1500,96
1500,29
1500,41
1500,58
1500,68
1500,67
1500,63
1500,66
1500,23
1500,92
1500,42
1500,50
1500,48
1500,45
1500,27
1500,60
1500,30
1500,44
1500,51
1500,77
1500,42
1500,75
1500,22
1500,79
1500,3
1500,51
1500,24
1500,72
1500,30
1500,96
1500,20
1500,87
1500,67
1500,55
1500,12
1500,96
1500,38
1500,49
1500,52
1500,44
1500,55
1500,33
1500,42
1500,15
1500,76
1500,31
1500,99
1500,45
1500,51
1500,3
1500,35
1500,96
1500,53
1500,34
1500,46
1500,95
1500,17
1500,69
1500,76
1500,65
1500,61
1500,63
1500,43
1500,34
1500,53
1500,70
1500,38
1500,66
1500,90
1500,64
1500,96
1500,51
1500,98
1500,23
1500,77
1500,28
1500,4
1500,82
1500,96
1500,84
1500,71
1500,16
1500,13
1500,4
1500,32
1500,39
1500,45
1500,54
1500,76
1500,30
1500,37
1500,69
1500,47
1500,28
1500,69
1500,83
1500,85
1500,50
1500,20
1500,57
1500,81
1500,71
1500,47
1500,97
1500,60
1500,55
1500,63
1500,56
1500,66
1500,1
1500,33
1500,73
1500,18
1500,38
1500,86
1500,75
1500,97
1500,4
1500,27
1500,69
1500,47
1500,69
1500,4
1500,55
1500,43
1500,77
1500,96
1500,73
1500,69
1500,52
1500,42
1500,42
1500,53
1500,75
1500,96
1500,40
1500,16
1500,29
1500,53
1500,29
1500,52
1500,83
1500,37
1500,66
1500,2
1500,97
1500,61
1500,33
1500,96
1500,64
1500,89
1500,43
1500,13
1500,52
1500,66
1500,40
1500,49
1500,75
1500,46
1500,84
1500,47
1500,39
1500,50
1500,1
1500,30
1500,35
1500,38
1500,55
1500,38
1500,51
1500,11
1500,4
1500,58
1500,53
1500,10
1500,37
1500,15
1500,65
1500,44
1500,50
1500,91
1500,13
1500,3
1500,80
1500,99
1500,74
1500,63
1500,54
1500,77
1500,75
1500,54
1500,54
1500,59
1500,72
1500,49
1500,81
1500,63
1500,61
1500,52
1500,17
1500,82
1500,10
1500,4
1500,28
1500,26
1500,83
1500,46
1500,62
1500,36
1500,40
1500,4
1500,20
1500,96
1500,59
1500,23
1500,39
1500,51
1500,33
1500,96
1500,40
1500,3
1500,44
1500,96
1500,4
1500,21
1500,70
1500,27
1500,54
1500,20
1500,97
1500,65
1500,61
1500,52
1500,84
1500,61
1500,78
1500,41
1500,55
1500,17
1500,98
1500,50
1500,45
1500,46
1500,13
1500,23
1500,68
1500,63
1500,96
1500,62
1500,98
1500,35
1500,47
1500,8
1500,29
1500,96
1500,47
1500,60
1500,98
1500,37
1500,4
1500,59
1500,51
1500,42
1500,51
1500,70
1500,1
1500,74
1500,22
1500,34
1500,4
1500,59
1500,39
1500,46
1500,54
1500,35
1500,66
1500,59
1500,85
1500,44
1500,97
1500,69
1500,45
1500,36
1500,55
1500,3
1500,58
1500,49
1500,47
1500,73
1500,96
1500,87
1500,46
1500,82
1500,23
1500,83
1500,80
1500,53
1500,68
1500,54
1500,46
1500,80
1500,33
1500,65
1500,43
1500,81
1500,57
1500,75
1500,48
1500,46
1500,41
1500,73
1500,68
1500,3
1500,35
1500,79
1500,25
1500,50
1500,26
1500,17
1500,73
1500,42
1500,44
1500,96
1500,23
1500,79
1500,53
1500,3
1500,23
1500,76
1500,67
1500,50
1500,47
1500,35
1500,41
1500,42
1500,4
1500,92
1500,38
1500,3
1500,51
1500,55
1500,46
1500,88
1500,83
1500,1
1500,42
1500,35
1500,42
1500,40
1500,21
1500,47
1500,42
1500,69
1500,29
1500,36
1500,14
1500,97
1500,56
1500,75
1500,3
1500,40
1500,80
1500,10
1500,40
1500,66
1500,46
1500,68
1500,55
1500,69
1500,51
1500,70
1500,36
1500,35
1500,85
1500,42
1500,96
1500,30
1500,78
1500,97
1500,34
1500,20
1500,4
1500,97
1500,76
1500,87
1500,53
1500,68
1500,45
1500,3
1500,3
5000,3
5000,98
